date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
22-04-2020,15:00 UTC,104.05,1.255555556,Boarded,Singapore Straits,IDN,IDN,7.77682899,104.0309351,1.187892971,"22.04.2020: 1500 UTC: Posn: 01:14.8N - 104:03.1E, Singapore Straits.
Two robbers armed with knives boarded a bulk carrier underway. Duty crew spotted the robbers and informed the OOW. Alarm raised and crew mustered. Singapore Police Coast Guard boarded the vessel for investigation. Nothing reported stolen.",NA,Bulk Carrier,NA,imb
26-04-2020,23:00 UTC,47.93719571,30.05211736,Boarded,Umm Qasr Port,IRQ,IRQ,0.906557331,47.94605554,30.04938386,"26.04.2020: 2300 UTC: Posn: 30:03.16N – 047:56.13E, Umm Qasr Port, Iraq.
Unauthorised persons disguised as stevedores boarded a berthed container ship. They broke into the forepeak store and started stealing ship’s properties by passing them to their accomplices on the jetty. Alert crew noticed the persons and raised the alarm resulting in them escaping. Port Authorities responded and were able to recover and return the stolen items.",NA,Container,Berthed,imb
28-04-2020,20:00 UTC,114.4672394,-3.708726384,Boarded,Taboneo anchorage,IDN,IDN,16.21578745,114.6110946,-3.683851821,"28.04.2020: 2000 UTC: Posn: Taboneo Anchorage, Indonesia.
During routine rounds onboard an anchored bulk carrier ship’s crew noticed the forecastle booby hatch open and ship’s stores missing. Incident reported to the port control. A police patrol boat arrived and conducted an investigation.",NA,Bulk Carrier,Anchored,imb
29-04-2020,21:15 UTC,104.2691667,1.268611111,Boarded,Singapore Straits,MYS,IDN,10.21887084,104.2192489,1.346177476,"29.04.2020: 2115 UTC: Posn: 01:16.7N – 104:16.9E, Singapore Straits.
Duty crew in the engine room noticed three unauthorised persons entering the engine room. The duty crew shouted at the persons who escaped. Alarm raised, crew mustered, and Singapore VTIS notified. The Singapore Police boarded the vessel for inspection. On searching the vessel, nothing was reported stolen.",NA,Chemical Tanker,NA,imb
30-04-2020,18:45 UTC,3.833333333,3.5,Boarded,Around 127nm SW of Bayelsa,NGA,NGA,232.252335,5.566905144,4.675238348,"30.04.2020: Around 1845 UTC: Posn: 03:29.99N – 003:50.17E, Around 127nm SW of Bayelsa, Nigeria.
Armed pirates in a skiff attacked and boarded a product tanker underway. They kidnapped 10 crews and escaped. The Owners of the tanker informed the IMB Piracy Reporting Centre who then liaised with relevant regional and international authorities in the region and requested for assistance. A Nigerian Navy Security Vessel was dispatched to the location and provided assistance to the tanker. The four remaining crew members onboard together with the assistance of another sister vessel managed to sail the tanker to a safe port. Nigerian Authorities are investigating. On 25.05.2020, the Owners confirmed that the 10 kidnapped crew members were released safely on 22.05.2020.",NA,Product Tanker,NA,imb
02-05-2020,04:00 UTC,-80.245,-2.772222222,Fired Upon,Around 4nm South of Posorja,ECU,ECU,2.355055601,-80.22496497,-2.765313409,"02.05.2020: 0315-0400 UTC: Posn: 02:46.2S - 080:14.7W, Around 4nm South of Posorja, Ecuador.
Seven armed persons in a skiff chased and fired upon a container vessel underway. Alarm raised, crew mustered, and the search light directed towards the skiff. Coast Guard onboard the vessel fired four warning shots resulting in the skiff moving away. Crew and vessel safe.",NA,Container,NA,imb
03-05-2020,03:00 UTC,9.129166667,0.532222222,Boarded,Around 22nm WNW of Libreville,GAB,GAB,19.69293302,9.305674675,0.544256903,"03.05.2020: 0300 UTC: Posn: 00:30.50N ‐ 009:06.21E, Around 22nm WNW of Libreville, Gabon.
Unknown persons attacked a fishing vessel. Three crews were reported kidnapped. The incident was reported to the Gabon Authorities who then escorted the remaining crew back to a safe port.",NA,Fishing Vessel,NA,imb
03-05-2020,05:00 UTC,9.135833333,0.923333333,Boarded,Around 11nm West of Corisco Island,GNQ,GNQ,35.14331609,9.360199415,1.146958726,"03.05.2020: 0500 UTC: Posn: 00:55.24N ‐ 009:08.09E, Around 11nm West of Corisco Island, Equatorial Guinea.
Unknown persons attacked a fishing vessel. Three crews were reported kidnapped. The incident was reported to Authorities who then escorted the remaining crew back to a safe port.",NA,Fishing Vessel,NA,imb
03-05-2020,19:50 UTC,104.8688889,1.601944444,Boarded,Around 29nm NE of Pulau Bintan,IDN,IDN,52.62193577,104.5869247,1.219916083,"03.05.2020: 1950 UTC: Posn: 01:36.7N – 104:52.8E, Around 29nm NE of Pulau Bintan, Indonesia.
Four robbers in a wooden boat, armed with knives, came alongside an anchored product tanker. Two of the robbers boarded the tanker using a hook attached with a rope. Duty AB on routine rounds encountered the robbers and immediately informed the bridge. Alarm raised, PA announcement made, and crew mustered. The robbers took the AB’s UHF radio by force and escaped. A search was made throughout the tanker. Padlocks to four storerooms were found broken but nothing reported stolen.",NA,Product Tanker,Anchored,imb
05-05-2020,23:30 UTC,117.5833333,-0.266666667,Boarded,Muara Berau Anchorage,IDN,IDN,12.28438299,117.4953719,-0.333754165,"05.05.2020: 2330 UTC: Posn: 00:16S - 117:35E, Muara Berau Anchorage, Indonesia.
Duty crew on routine rounds onboard an anchored bulk carrier noticed the forward hatch of the forecastle open. Upon inspection, it was discovered that the security padlock was broken and ship’s stores stolen. Incident reported to the Port Authorities and the local agent.",NA,Bulk Carrier,Anchored,imb
09-05-2020,15:48 UTC,104.0833333,1.25,Boarded,Singapore Straits,IDN,IDN,6.923692414,104.0905868,1.187811591,"09.05.2020: 1548 UTC: Posn: 01:15.2N - 104:05.8E, Singapore Straits.
Five robbers armed with knives boarded a bulk carrier underway. They injured the duty crew on watch and stole his personal properties. Alarm raised and crew mustered. Seeing the crew alertness, the robbers escaped with stolen ship’s properties. Incident reported to VTIS.",NA,Bulk Carrier,NA,imb
09-05-2020,01:07 UTC,8.775833333,3.790555556,Boarded,Malabo Inner Anchorage,GNQ,GNQ,3.990733693,8.79175866,3.758205471,"09.05.2020: 0107 UTC: Posn: 03:47.26N – 008:45.93E, Malabo Inner Anchorage, Equatorial Guinea.
Five persons armed with rifles in a skiff approached an anchored general cargo ship. They boarded the ship and opened fire causing injuries to two crew members. Before escaping, they kidnapped two crew members and stole two mobile phones. Incident reported to Port Control and a naval ship via VHF ch.16. The naval personnel boarded the ship and evacuated the injured crew to a hospital. It was reported that the crew members had sustained bullet wound injuries in their legs.",NA,General Cargo,Anchored,imb
10-05-2020,20:50 UTC,40.65138889,-14.50027778,Boarded,Nacala Anchorage,MOZ,MOZ,1.693211985,40.63624108,-14.50432708,"10.05.2020: 2050 UTC: Posn: 14:30.1S – 040:39.5E, Nacala Anchorage, Mozambique.
One person boarded an anchored tanker during cargo operation. Alarm raised, resulting in the person escaping with his two accomplices in the boat. Port Control was notified. Nothing reported stolen.",NA,Product Tanker,Anchored,imb
10-05-2020,06:00 UTC,-72.35721782,18.69049698,Boarded,Lafiteau Port,HTI,HTI,1.880402894,-72.33942624,18.6894392,"10.05.2020: 0600 UTC: Posn: 18:41.44N – 072:21.46W, Lafiteau Port, Haiti.
Duty AB on routine rounds onboard a berthed bulk carrier noticed an aft mooring rope missing. Alarm raised, crew mustered and a search was carried out onboard the ship. Port Control and agents notified. The PFSO and Terminal Authorities also searched the port area and around the ship.",NA,Bulk Carrier,Berthed,imb
14-05-2020,01:30 UTC,2.491388889,4.586111111,Suspicious,Around 107nm South of Cotonou,BEN,BEN,193.2772253,2.226817254,6.313666083,"SUSPICIOUS: THIS INCIDENT WILL NOT BE INCLUDED IN THE STATISTICS
14.05.2020 : 0130 UTC : Posn: 04:34.70N ‐ 002:29.90E, Around 107nm South Of Cotonou, Benin
Two skiffs were noticed following a Ro- Ro Vessel underway at a distance of 2.5nm. The master, increased speed, altered course and notified the IMB Piracy Reporting Center (IMB PRC). Upon receiving the message, the IMB PRC immediately alerted the Authorities in the Region, and commenced liaising with the authorities and vessel operators. The skiffs stopped following the vessel and moved away after around one hour.",NA,Ro-Ro,NA,imb
15-05-2020,10:30 UTC,103.485,1.233888889,Boarded,Around 3nm SSW of Tanjung Piai,MYS,MYS,5.341720717,103.516368,1.270453192,"15.05.2020: 1030 UTC: Posn: 01:14.2N - 103:29.6E, Around 3nm SSW of Tanjung Piai, Malaysia.
Robbers boarded a barge under tow and stole properties on the deck. Crew in the tug noticed the robbers and raised the alarm resulting in the robes escaping. Incident reported to VTS.",NA,Tug,NA,imb
15-05-2020,NA,-5.515136719,4.587376153,Hijacked,Ivory Coast Fishing Areas,CIV,CIV,54.14654801,-5.630238411,5.063218492,"15.05.2020: Posn: Ivory Coast Fishing Areas, Ivory Coast.
A fishing vessel carrying out fishing activities was boarded and hijacked by ten pirates. Upon receiving the distress message, the IMB Piracy Reporting Centre (IMB PRC) immediately started liaising with the Regional Authorities and the vessel operators. A Nigerian navy patrol vessel intercepted and boarded the hijacked vessel, apprehended the pirates, rescued the crew, and escorted the fishing vessel to a safe port. All crew reported safe.",NA,Fishing Vessel,NA,imb
15-05-2020,22:30 UTC,98.70507717,3.783603526,Boarded,Belawan Port,IDN,IDN,2.314393498,98.71062259,3.803778387,"15.05.2020: 2100–2230 UTC: Posn: 03:47.3N - 098:41.8E, Belawan Port, Indonesia.
Unnoticed, robbers boarded a berthed product tanker and stole ship’s stores. The incident was noticed after the completion of cargo operations. Incident reported to Port Authority.",NA,Product Tanker,Berthed,imb
16-05-2020,18:30 UTC,105.9295997,-6.031519531,Boarded,Anyer Anchorage,IDN,IDN,4.732156388,105.9570419,-5.998711847,"16.05.2020: 1830 UTC: Posn: 05:58.7S - 105:56.0E, Anyer Anchorage, Indonesia.
Duty crew on routine rounds onboard an anchored tanker noticed a robber armed with a knife. OOW informed and alarm raised. While retreating into the accommodation, the duty crew spotted another robber emerging from the emergency steering room. Crew mustered, and the robbers were seen escaping in their boat. A search was carried out and engine spares were reported missing.",NA,Tanker,Anchored,imb
16-05-2020,21:00 UTC,104.1688889,1.084166667,Boarded,Tanjung Uban Anchorage,IDN,IDN,4.345312126,104.1517033,1.119452216,"16.05.2020: 2100 UTC: Posn: 01:05.3N – 104:10.8E, Tanjung Uban Anchorage, Indonesia.
Duty crew on routine rounds, onboard an anchored product tanker noticed three robbers armed with knives. The crew raised the alarm and retreated into the accommodation. Crew mustered. Seeing the alerted crew, the robbers escaped. Nothing was reported stolen. Vessel and crew safe.",NA,Product Tanker,Anchored,imb
17-05-2020,19:25 UTC,105.9984395,-5.913471158,Boarded,Merak Anchorage,IDN,IDN,0.49013897,105.9972437,-5.91773854,"17.05.2020: 1925 UTC: Posn: 05:53.95S – 105:59.07E, Merak Anchorage, Indonesia.
Three robbers armed with long knives in a small boat boarded an anchored tanker using a ladder. They forced their way into the steering gear room after breaking the padlock. Alarm raised and crew mustered. Hearing the alarm, the robbers escaped in their boat. A search was carried out. It was reported that engine spares were stolen. Port Control was informed.",NA,Product Tanker,Anchored,imb
18-05-2020,13:15 UTC,104.1,1.216666667,Boarded,Singapore Straits,IDN,IDN,3.022736301,104.1032007,1.189520575,"18.05.2020: 1315 UTC: Posn: 01:13.3N – 104:06.5E, Singapore Straits.
Six robbers armed with machetes boarded the barge under tow.  Three duty watchmen onboard the barge were threatened by the robbers. One watchman was taken hostage while the other two watchmen managed to escape and raised the alarm. Seeing the alerted crew, the robbers escaped stealing the watchmen’s mobile phones. Authorities informed and they boarded the vessel for investigation.",NA,Tug,NA,imb
20-05-2020,17:30 UTC,5.050222222,2.234722222,Boarded,Around 142nm SW of Brass,NGA,STP,252.7133715,5.946299675,4.335191148,"20.05.2020: 1730 UTC: Posn: 02:14.5N – 005:03.7E, Around 142nm SW of Brass, Nigeria.
Seven heavily armed pirates attacked and boarded a general cargo ship underway. The crew retreated into the citadel and contacted the owners and IMB PRC for help. The IMB Piracy Reporting Centre immediately started liaising with the Nigerian Authorities and requested for assistance. Two Nigerian Naval vessels responded. By the time the naval vessels arrived near the ship, the pirates had disembarked. The crew emerged from the citadel and the Naval vessels remained alongside the ship until daylight to ensure safety and security.",NA,General Cargo,NA,imb
21-05-2020,21:45 UTC,117.58564,-0.235175426,Boarded,Muara Berau anchorage,IDN,IDN,14.75730111,117.4563908,-0.205498956,"21.05.2020: 2145 UTC: Posn : Muara Berau Anchorage, Indonesia.
Robbers boarded an anchored bulk carrier and attempted to break into the bosun store. Alert crew noticed the robbers and raised the alarm resulting in the robbers escaping empty handed. Incident reported to port control. A police patrol boat arrived and conducted an investigation.",NA,Bulk Carrier,Anchored,imb
21-05-2020,21:50 UTC,107.3022222,20.95055556,Boarded,Campha Anchorage,VNM,VNM,5.929991776,107.2795516,20.99970124,"21.05.2020: 1830-2150 UTC: Posn: 20:57.2N - 107:18.8E, Campha Anchorage, Vietnam.
Unnoticed, robbers boarded an anchored bulk carrier and stole ship’s stores. The incident was noticed after the completion of cargo operations. Incident reported to local agent.",NA,Bulk Carrier,Anchored,imb
24-05-2020,16:00 UTC,91.81777778,22.27416667,Boarded,Chattogram Port,BGD,BGD,0.057300827,91.81723067,22.27407461,"24.05.2020: 1600 UTC: Posn: 22:16.27N - 091:48.64E, Chattogram Port, Bangladesh.
Unnoticed, robbers boarded a berthed product tanker. Duty crew on routine rounds noticed the mooring rope on the winch was cut off. Alarm raised, crew mustered, and a search was carried out. Incident reported to PFSO.",NA,Product Tanker,Berthed,imb
28-05-2020,20:20 UTC,117.6194444,-0.277777778,Boarded,Muara Berau Anchorage,IDN,IDN,15.1349874,117.4953719,-0.333754165,"28.05.2020: 2020 UTC: Posn: 00:16.4S - 117:36.7E, Muara Berau Anchorage, Indonesia.
Unnoticed, robbers boarded an anchored bulk carrier. Duty AB on routine rounds noticed the forecastle skylight opened and anchor pipe cover and padlock missing. He immediately informed the D/O who raised the alarm and crew mustered. A search was carried out. It was reported that ship’s stores were stolen. Incident reported to the Coast Guard who boarded the ship for investigation.",NA,Bulk Carrier,Anchored,imb
02-06-2020,11:00 UTC,117.6222222,-0.273333333,Boarded,Muara Berau Anchorage,IDN,IDN,15.62146389,117.4953719,-0.333754165,"02.06.2020: 1100 UTC: Posn: 00:15.94S – 117:36.85E, Muara Berau Anchorage, Indonesia.
While at anchor two robbers from a small boat boarded a bulk carrier using hooks and ropes. They broke into the forecastle store and started lowering them in the water. Alert crew noticed the robbers and raised the alarm resulting in the robbers aborting and escaping without anything.",NA,Bulk Carrier,NA,imb
03-06-2020,08:40 UTC,-72.5525,18.5525,Boarded,"Port Au Prince Anchorage, Outside Anchorage Area S",HTI,HTI,4.741085955,-72.596547,18.56085847,"03.06.2020: 0840 UTC: Posn: 18:35.2N – 072:33.7W, Port Au Prince Anchorage, Outside Anchorage Area S, Haiti.
Five robbers armed with a machete and knives boarded an anchored tanker. Duty watchmen on routine rounds noticed the robbers and immediately informed the D/O who raised the alarm. Crew mustered on the bridge. Seeing the alerted crew the robbers escaped with stolen mooring ropes and ship’s properties. The incident reported to the CSO and Port Control.",NA,Product Tanker,Anchored,imb
09-06-2020,00:15 UTC,-13.78333333,9.35,Boarded,Conakry Anchorage,GIN,GIN,18.48635101,-13.7224015,9.505804755,"09.06.2020: Around 0015 UTC: Posn: 09:21.2N – 013:47.0W, Conakry Anchorage, Guinea.
Around seven persons armed with guns and knives boarded an anchored tanker. They stole ship’s cash and crew personal belongings before escaping. It was reported that five crew members were assaulted during the incident.",NA,Product Tanker,Anchored,imb
09-06-2020,19:00 UTC,4.716666667,3.241666667,Attempted,Around 95nm SW of Bayelsa,NGA,NGA,179.0003944,5.782399936,4.455959377,"09.06.2020: 1900 UTC: Posn: 03:14.3N – 004:43.0E, Around 95nm SW of Bayelsa, Nigeria.
Five persons in a skiff, approached a container ship underway. The D/O raised the alarm, activated the fire pump, increased speed and commenced evasive manoeuvres. After several attempts to board the ship the skiff aborted and moved away. Ship and crew safe. Incident reported to the Authorities and Security Escort Company.",NA,Container,NA,imb
10-06-2020,03:30 UTC,-50.96833333,0.035555556,Boarded,Macapa Anchorage,BRA,BRA,5.75505154,-50.94726591,-0.011973845,"10.06.2020: 0330 UTC: Posn: 00:02.8N – 050:58.6W, Macapa Anchorage, Brazil.
Duty crew onboard an anchored bulk carried noticed two unauthorised persons on the aft deck. As he approached to investigate the two persons armed with a knife and pipe threatened the watchkeeper who retreated and reported the attack to the OOW. Alarm raised and crew mustered. Seeing the alerted crew the robbers escaped with stolen ship's properties. Incident reported to Port Authority and local agent.",NA,Bulk Carrier,Anchored,imb
12-06-2020,21:00 UTC,120.9055556,14.56388889,Boarded,Manila Anchorage,PHL,PHL,6.518030403,120.9588322,14.59178295,"12.06.2020: 2000 – 2100 UTC: Posn: 14:33.5N – 120:53.8E, Manila Anchorage, Philippines.
Unnoticed, robbers boarded an anchored container ship. Duty AB on routine rounds noticed the bosun store and paint room door padlocks broken and doors open. He immediately informed the D/O who raised the alarm and crew mustered. A search was carried out. It was reported that ship’s stores and properties were stolen. Incident reported to the Port Authority.",NA,Container,Anchored,imb
14-06-2020,NA,107.045786,10.39358397,Boarded,Vung Tau Anchorage,VNM,VNM,3.687064712,107.0793563,10.39101797,"14.06.2020: Posn: Vung Tau Anchorage, Vietnam.
Unnoticed, robbers boarded an anchored bulk carrier. They stole ship’s store and escaped. The robbery was discovered during the voyage to the next port.",NA,Bulk Carrier,Anchored,imb
16-06-2020,04:15 UTC,100.8355556,13.18555556,Boarded,Ko Sichang Anchorage,THA,THA,9.337146339,100.9157821,13.15485261,"16.06.2020: 0415 UTC: Posn : 13:11.08N – 100:50.80E: Kosichang Anchorage, Thailand.
Unnoticed robbers boarded a anchored bulk carrier during cargo operations, broke into the aft store, stole ship’s equipment and escaped. The break-in was noticed by crew during routine operations. Incident reported to agent and PFSO.",NA,Bulk Carrier,Anchored,imb
17-06-2020,02:00 UTC,105.9833333,-5.900555556,Boarded,Merak Anchorage,IDN,IDN,2.446086479,105.9972437,-5.91773854,"17.06.2020: 0200 UTC: Posn : 05:54.2S – 105:59.0E: Merak Anchorage, Indonesia.
Unnoticed, robbers boarded an anchored product tanker, stole ship’s spares and escaped. The robbery was discovered during routine rounds of the engine room.",NA,Product Tanker,Anchored,imb
24-06-2020,14:30 UTC,2.65,5.366666667,Boarded,Around 60nm South of Cotonou,BEN,BEN,110.9250933,2.703298373,6.368312893,"24.06.2020: Around 1430 UTC: Posn: 05:21N – 002:37E, Around 60nm South of Cotonou, Benin.
Six armed pirates attacked and boarded a fishing vessel underway, kidnapped six crew and escaped. The incident was reported to the Regional Authorities who coordinated a response and escorted the remaining crew to a safe port.",NA,Fishing Vessel,NA,imb
25-06-2020,19:45 UTC,117.5916667,-0.252777778,Boarded,Muara Berau Anchorage,IDN,IDN,13.96698616,117.4953719,-0.333754165,"25.06.2020: 1945 UTC: Posn: 00:15.16S - 117:35.54E, Muara Berau Anchorage, Indonesia.
Unnoticed robbers boarded an anchored bulk carrier, broke into the bosun store, stole ship’s stores and escaped. The theft was noticed by the Duty AB on security rounds. Incident reported to Port Control. The Indonesian Marine Police (IMP) boarded the ship for investigation. On 11.07.2020, the IMP identified and apprehended three persons responsible for the theft and managed to recover the stolen items. The Master and the CSO were requested to collect the stolen items from the IMP Regional Directorate of East Kalimantan.",NA,Bulk Carrier,Anchored,imb
27-06-2020,00:10 UTC,-77.18888889,-12.02833333,Attempted,Callao Anchorage,PER,PER,3.685863012,-77.16649329,-12.05331797,"27.06.2020: 0010 UTC: Posn: 12:01.4S - 077:10.8W, Callao Anchorage, Peru.
Duty AB onboard an anchored bulk carrier noticed three persons attempting to board via the anchor chain. The AB immediately informed the D/O and started shouting at the robbers. Alarm raised and crew mustered. Seeing the alerted crew, the persons aborted the attempted boarding and escaped. Port Control and Coast Guard were notified who later arrived at the location and made a search.",NA,Bulk Carrier,Anchored,imb
30-06-2020,02:35 UTC,-1.708055556,4.883611111,Boarded,Takoradi Anchorage,GHA,GHA,4.447625334,-1.748117642,4.881903387,"30.06.2020: 0235 UTC: Posn: 04:53.01N – 001:41.89W, Takoradi Anchorages, Ghana.
Duty AB onboard an anchored bulk carrier noticed three robbers on the forecastle and immediately informed the OOW who raised the alarm. Seeing the alerted crew the robbers escaped with stolen ship’s properties. Incident reported to Takoradi Port Control.",NA,Bulk Carrier,Anchored,imb
30-06-2020,21:15 UTC,40.68583333,-14.38388889,Boarded,Nacala Anchorage,MOZ,MOZ,1.860261307,40.68458093,-14.36712005,"30.06.2020: 2115 UTC: Posn: 14:23.2S – 040:41.9E, Nacala Anchorage, Mozambique
Duty AB on routine rounds onboard an anchored bulk carrier noticed a mooring line cut and missing. Alarm raised, PA announcement made and a search was carried out onboard the ship. Port Control notified and a patrol boat was dispatched to the location.",NA,Bulk Carrier,Anchored,imb
01-07-2020,16:40 UTC,104.3194444,1.291111111,Boarded,Singapore Straits,MYS,MYS,9.642762385,104.2773544,1.36733633,"01.07.2020: 1640 UTC: Posn: 01:16.88N - 104:19.10E, Singapore Straits.
Four robbers armed with knives boarded a reefer vessel. Duty crew spotted the robbers and raised the alarm. All crew mustered. Seeing the crew alertness, the robbers escaped with ship’s spares. Incident reported to VTIS.",NA,Refrigerated Cargo,NA,imb
02-07-2020,03:20 UTC,6.967777778,3.85,Boarded,Around 33nm SSW of Bonny Island,NGA,NGA,56.62362086,6.845957879,4.347235419,"02.07.2020: 0320 UTC: Posn: 03:51.01N – 006:58.08E, Around 33nm SSW of Bonny Island, Nigeria.
Armed pirates attacked and boarded an FPSO, kidnapped nine crew members and escaped. Remaining crew reported safe. On 09.09.2020, the Owners confirmed that the 9 kidnapped crew members were safely released on 06.08.2020.",NA,FPSO,NA,imb
02-07-2020,22:20 UTC,2.416666667,3.821666667,Boarded,Around 150nm South of Cotonou,GHA,BEN,271.5191811,0.954844597,5.791083075,"02.07.2020: 2220 UTC: Posn: 03:49.3N – 002:25.0E, Around 150nm South of Cotonou, Benin.
Armed pirates attacked and boarded a general cargo ship that was drifting and awaiting operational instructions. They kidnapped five crew members, stole ship’s properties, cash and crew personal belongings before escaping in a small boat. Authorities informed, crew mustered, and a search was carried out onboard the ship. The remaining crew are reported safe. On 04.08.2020, the Owners confirmed that the 5 kidnapped crew members were released safely on 31.07.2020.",NA,General Cargo,NA,imb
08-07-2020,14:04 UTC,108.6691667,3.451388889,Attempted,Around 23nm SE of Natuna Island,IDN,IDN,46.72057458,108.3239852,3.692694403,"08.07.2020: 1404 UTC: Posn: 03:27.5N - 108:40.9E, Around 23nm SE of Natuna Island, Indonesia.
Around five persons in a boat attempted to come alongside and board a LPG Tanker underway. Seeing the approaching boat the vessel made evasive manoeuvres and directed the Aldis lights towards the boat resulting in the persons aborting and moving away.",NA,LPG Tanker,NA,imb
11-07-2020,18:00 UTC,104.2019444,1.266666667,Boarded,Singapore Straits,MYS,IDN,9.000346567,104.2192489,1.346177476,"11.07.2020: 1800 UTC: Posn: 01:16.0N – 104:12.7E, Singapore Straits.
Three robbers armed with knives and an axe boarded a bulk carrier underway. The C/E noticed the armed robbers in the steering gear room and immediately informed the Master. Alarm raised, deck lights switched on and crew mustered on the bridge. Incident reported to the CSO and VTS. A search was carried out. It was reported that ship’s spares and stores were stolen.",NA,Bulk Carrier,NA,imb
17-07-2020,10:00 UTC,2.766666667,2.95,Boarded,Around 196nm SW of Bayelsa,NGA,NGA,364.8714507,5.566905144,4.675238348,"17.07.2020: 1000 UTC: Posn: 02:57N – 002:46E, Around 196nm SW of Bayelsa, Nigeria.
Eight pirates armed with machine guns boarded a tanker underway. They held hostage all crew members, stole the tanker’s documents and valuables and kidnapped 13 crew members before escaping. The tanker was left drifting with limited and unqualified crew onboard. A nearby merchant vessel rendered assistance which allowed the tanker to sail to a safe port. Regional authorities notified. On 02.09.2020, the Owners confirmed that the 13 kidnapped crew members were released safely on 19.08.2020.",NA,Product Tanker,NA,imb
26-07-2020,00:30 UTC,103.5461111,1.211111111,Boarded,Singapore Straits,MYS,IDN,7.34941638,103.516368,1.270453192,"26.07.2020: 0030 UTC: Posn: 01:12.40N - 103:32.46E, Singapore Straits.
Robbers in a wooden boat approached and boarded a barge towed by an underway tug. The crew spotted the boat and raised the alarm. Seeing the crew alertness, the robbers escaped. Incident reported to the coast guard, who later boarded the barge for investigation. On searching the barge, nothing was reported stolen.",NA,Tug,NA,imb
28-07-2020,10:00 UTC,-50.98444444,0.039444444,Boarded,Macapa Anchorage No. 2,BRA,BRA,5.096807593,-51.01740475,0.071437893,"28.07.2020: 1000 UTC: Posn: 00:02.37N - 050:59.08W, Macapa Anchorage No.2, Brazil.
Unnoticed, robbers boarded an anchored bulk carrier. Duty AB on security rounds noticed the forecastle and paint store doors open and raised the alarm. Upon investigation, ship’s stores reported stolen. Incident reported to Port Control.",NA,Bulk Carrier,Anchored,imb
29-07-2020,03:10 UTC,-72.45055556,18.58583333,Boarded,Around 6nm NW of Port Au Prince,HTI,HTI,4.479062115,-72.41950436,18.5582543,"29.07.2020: 0310 UTC: Posn: 18:35.9N – 072:27.2W, Around 6nm NW of Port Au Prince, Haiti.
Duty AB on routine rounds onboard a bulk carrier drifting while waiting for orders was confronted and taken hostage by two armed robbers. They stole the AB personnel properties and two mooring ropes before escaping in a waiting boat. Alarm raised and crew mustered.",NA,Bulk Carrier,NA,imb
10-08-2020,02:06 UTC,13.3125,-8.710555556,Boarded,Luanda Anchorage,AGO,AGO,5.293126924,13.29420007,-8.754815363,"10.08.2020: 0206 UTC: Posn: 08:41.98S – 013:18.45E, Luanda Anchorage, Angola.
Three robbers boarded an anchored general cargo ship. The deck patrol was threatened and tied by the robbers. When the deck patrol did not report for 15 minutes, the OOW raised the alarm. Crew mustered, proceeded forward and noticed the tied apprehended crew.  The robbers escaped with stolen ship’s properties.",NA,General Cargo,Anchored,imb
11-08-2020,20:15 UTC,101.4522222,1.702222222,Boarded,Dumai Inner Anchorage,IDN,IDN,2.912102659,101.4270126,1.709295966,"11.08.2020: 2015 UTC: Posn: 01:42.8N – 101:27.8E, Dumai Inner Anchorage, Indonesia.
A robber boarded an anchored tanker using a hook attached to a rope. Alert duty crew noticed the robber along with two other persons in a wooden boat and raised the alarm. Hearing the alerted crew, the robbers escaped without stealing anything. Port Authorities informed through the local agent.",NA,Product Tanker,Anchored,imb
13-08-2020,17:00 UTC,120.9766667,13.77694444,Attempted,"BBTI Terminal, Batangas",PHL,PHL,0.606505919,120.9809676,13.78046296,"13.08.2020: 1700 UTC: Posn: 13:46.63N – 120:58.61E, BBTI Terminal, Batangas, Philippines.
Two robbers in a boat approached a berthed chemical tanker. One robber armed with a knife attempted to board the tanker via the stern mooring rope. Deck watchkeeper noticed the robbers and raised the alarm. Crew mustered. Hearing the alarm and seeing the crew alertness, the robbers aborted the attempted boarding and escaped in their boat. Port Authorities and Coast Guard informed.",NA,Chemical Tanker,Berthed,imb
18-08-2020,03:50 UTC,-1.590277778,4.729722222,Boarded,Around 13nm SE of Takoradi,GHA,GHA,23.96624112,-1.748605924,4.877183335,"18.08.2020: 0350 UTC: Posn: 04:43.8N – 001:35.42W, Around 13nm SE of Takoradi, Ghana.
Duty  AB on routine rounds onboard an anchored drilling ship noticed a movement near the aft deck. He called for assistance on radio. Seeing the crew alertness, the unknown persons jumped overboard and escaped in their canoe. Upon inspection, it was discovered that the paint store and boxes containing spares was broken into. Nothing reported stolen. Incident to the Port Authority.",NA,Dredger,Anchored,imb
20-08-2020,13:20 UTC,121.0188889,13.73361111,Boarded,Batangas Anchorage,PHL,PHL,3.580279754,121.0398055,13.75869375,"20.08.2020: 1320 UTC: Posn: 13:44.1N – 121:01.8E, Batangas Anchorage, Philippines.
Duty crew on security rounds onboard an anchored bulk carrier was attacked and injured by a robber armed with a knife. The duty crew managed to escape. OOW notified. Alarm raised and crew mustered. Hearing the alarm and seeing the alerted crew, the robber escaped. Incident reported to the authorities and medical assistance requested. Doctors and coast guard officers boarded the vessel to treat the injured crew and investigate. The crew was later sent to the hospital.",NA,Bulk Carrier,Anchored,imb
